Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Is_Heavily_Polluted,Distance_to_Oil_Spill_km,Nearest_Oil_Spill_Gallons,Percent_Bleaching
18.704,-87.704,262.15,300.88,9.6,7,-1.51,172.1822523,283.94,0,314.8534301,3450,64.7
18.704,-87.702,262.15,300.88,15.25,6,-0.34,172.1220237,283.94,0,314.8615691,3450,64.7
-14.33,-170.5,301.68,301.39,8.5,4,0.36,91.11518917,427.03,0,7.846981386,50000,65
-23.4439,151.9286,297.26,297.35,5.5,7,3.56,86.55348124,230.48,0,2806.651158,3450,65
-18.75,146.25,262.15,299.31,5,5,0.81,142.1219646,343.7,0,2907.436975,147000,65
17.538,-87.744,301.15,300.99,11.85,9,-1.59,128.0411435,465.85,0,185.1347227,3450,65
17.942,-76.819,300.89,301.06,5,9,0.41,144.2857689,322.61,0,262.5460994,3450,65
25.459,-80.137,302.39,299.83,3.75,3,0.95,193.0736821,408.45,0,4.434242962,3000,65
17.794,-64.583,301.18,300.38,13.7,6,0.28,216.0003306,435.4,0,6.380762772,15,65.1
18.718,-87.692,299.45,300.88,14.5,6,-0.34,170.3304036,283.94,0,316.4597461,3450,65.2
18.681,-87.711,262.15,300.88,13.35,6,-0.25,174.8437682,283.94,0,312.2702504,3450,65.4
17.734,-64.895,299.07,300.52,10,9,0.2,198.5047298,435.4,0,11.45055096,3450,65.4
18.345,-64.986,262.15,300.38,10,4,1.48,182.2748468,366.17,0,2.592901355,13000,65.5
25.445,-80.154,302.43,299.83,3.6,3,0.67,194.7185031,408.45,0,3.782215863,55,65.6
25.41,-80.129,301.01,299.91,4.65,8,0,192.111344,408.45,0,1.265739578,3000,65.6
13.122,-59.649,299.48,300.53,20,8,0.39,153.6823673,376.86,0,319.8853865,3450,65.9
-4.7167,39.3667,300.67,300.23,3.15,5,0.67,135.0268871,271.47,0,1954.155034,3450,66
18.341,-65.082,301.24,300.41,8,6,-0.44,176.5523104,366.17,0,11.57515694,13000,66
25.408,-80.166,300.71,299.76,4.65,8,0.19,195.8240104,408.45,0,4.381738887,3000,66.1
17.766,-64.618,301.24,300.38,10.7,6,0.56,211.666924,435.4,0,1.803601846,15,66.1
17.792,-64.593,301.18,300.38,8.5,6,0.28,215.3713439,435.4,0,5.365705339,15,66.1
19.934,-87.4336,302.16,300.81,10.35,3,0.3,35.17402689,283.94,0,453.2112301,3450,66.67
20.1004,-87.4638,302.04,300.78,5.8,4,-0.16,26.09978377,283.94,0,471.3776508,3450,66.67
19.9729,-87.4528,262.15,300.81,18.6,4,0.6,33.18392384,283.94,0,457.3437564,3450,66.67
20.0995,-87.4625,302.04,300.78,12.8,3,0.05,26.01100646,283.94,0,471.2887992,3450,66.67
19.9333,-87.4321,300.9,300.81,18.15,3,0.9,35.14265569,283.94,0,453.1479309,3450,66.67
20.0375,-87.4662,299.53,300.78,10.5,4,-0.18,29.61803281,283.94,0,464.3860005,3450,66.67
20.0375,-87.4662,301.38,300.78,9.1,4,0.71,29.61803281,283.94,0,464.3860005,3450,66.67
20.0514,-87.4628,301.86,300.78,15.25,4,0.03,28.47645424,283.94,0,465.9553111,3450,66.67
20.04,-87.4697,301.38,300.78,3,4,0.1,29.767545,283.94,0,464.6337031,3450,66.67
19.8805,-87.412,301.35,300.83,19.8,4,0.94,38.95118143,283.94,0,447.4998916,3450,66.67
19.9683,-87.4517,262.15,300.81,17.85,4,1.01,33.47389231,283.94,0,456.8439379,3450,66.67
19.9683,-87.4517,262.15,300.81,17.85,5,-0.15,33.47389231,283.94,0,456.8439379,3450,66.67
19.9321,-87.4342,300.2,300.81,6.55,5,-0.21,35.38076642,283.94,0,452.9951534,3450,66.67
18.707,-87.7068,262.15,300.88,5.2,7,-1.32,171.9475453,283.94,0,315.1756279,3450,66.67
18.6672,-87.7173,262.15,300.88,6,6,-0.25,176.504133,283.94,0,310.713336,3450,66.67
18.6806,-87.7113,262.15,300.88,14.2,6,-0.25,174.8954325,283.94,0,312.2246585,3450,66.67
19.7869,-87.4331,300,300.85,12.2,6,0.76,49.2255841,283.94,0,436.9289692,3450,66.67
23.743,-76.076,299.48,299.83,3.96,6,1.3,69.56592207,481.07,0,178.7381351,1550000,66.7
23.71,-76.076,299.48,299.83,3.12,6,1.3,67.14814052,481.07,0,182.3697247,1550000,66.7
23.71,-76.076,299.48,299.83,3.12,6,1.3,67.14814052,481.07,0,182.3697247,1550000,66.7
16.749,-87.786,301.08,301.12,7,9,-1.11,69.22200668,465.85,0,97.29513961,3450,66.7
20.051,-87.463,301.86,300.78,15.25,4,0.03,28.51775411,283.94,0,465.9092822,3450,66.7
18.707,-87.707,262.15,300.88,5.2,7,-1.32,171.953625,283.94,0,315.1748428,3450,66.7
19.934,-87.434,302.16,300.81,10.35,3,0.3,35.19912702,283.94,0,453.2074487,3450,66.7
18.667,-87.717,262.15,300.88,6,6,-0.25,176.5163572,283.94,0,310.6921935,3450,66.7
18.681,-87.711,262.15,300.88,14.2,6,-0.25,174.8437682,283.94,0,312.2702504,3450,66.7
20.099,-87.462,302.04,300.78,12.8,3,0.05,25.9835177,283.94,0,471.2375861,3450,66.7
18.704,-87.704,262.15,300.88,5.2,7,-1.51,172.1822523,283.94,0,314.8534301,3450,66.7
19.973,-87.453,262.15,300.81,18.6,4,0.6,33.19050347,283.94,0,457.3530558,3450,66.7
18.704,-87.702,262.15,300.88,14.95,6,-0.34,172.1220237,283.94,0,314.8615691,3450,66.7
18.704,-87.702,262.15,300.88,13.4,6,-0.34,172.1220237,283.94,0,314.8615691,3450,66.7
20.04,-87.47,301.38,300.78,3,4,0.1,29.7937315,283.94,0,464.6311988,3450,66.7
18.718,-87.692,301.31,300.88,15.5,4,0.36,170.3304036,283.94,0,316.4597461,3450,66.7
19.968,-87.452,262.15,300.81,17.85,4,1.01,33.51967207,283.94,0,456.8080211,3450,66.7
19.968,-87.452,262.15,300.81,17.85,5,-0.15,33.51967207,283.94,0,456.8080211,3450,66.7
20.038,-87.466,301.38,300.78,9.1,4,0.71,29.56953691,283.94,0,464.4431046,3450,66.7
19.88,-87.412,301.35,300.83,19.8,4,0.94,38.9998464,283.94,0,447.4445553,3450,66.7
20.1,-87.464,302.04,300.78,5.8,4,-0.16,26.13564509,283.94,0,471.3316424,3450,66.7
11.247,-60.75,301.2,300.46,7,6,0.46,174.3746407,376.86,0,80.44687051,3450,66.7
17.761,-64.699,300.25,300.4,10,9,0.46,207.9176778,435.4,0,0.676817983,5000,66.7
17.761,-64.699,300.25,300.4,10,9,0.46,207.9176778,435.4,0,0.676817983,5000,66.7
17.774,-64.814,262.15,300.44,12,6,0.8,205.2345049,435.4,0,2.741407386,3450,66.7
17.785,-64.759,262.15,300.42,13,6,0.92,208.23773,435.4,0,2.231470953,400,66.7
17.743,-64.572,300.27,300.42,13,8,0.1,211.3086721,435.4,0,7.106000708,15,66.7
18.313,-64.861,301.82,300.36,7,4,1.68,193.3969024,366.17,0,1.639422521,12,66.7
18.279,-64.898,301.82,300.4,15,4,2.53,193.8047967,366.17,0,3.801369597,12,66.7
18.314,-64.764,301.16,300.35,6,6,1.19,200.1223295,366.17,0,4.1684695,1000,66.7
24.63,-81.083,302.59,299.87,15.4,4,1.44,223.3397553,275.27,0,3.16813149,200,66.7
25.005,-80.387,300.95,299.84,10.6,7,-0.05,222.1120781,408.45,0,4.9891957,3450,66.7
25.587,-80.096,300.85,299.85,3,8,0.07,190.1272065,408.45,0,1.500160278,3450,66.7
17.711,-64.652,262.15,300.42,5,9,0.19,204.6290119,435.4,0,4.196575716,3450,66.7
15.125,-61.221,300.36,300.4,3.5,7,-0.09,69.94180425,130.93,0,206.573267,3450,66.8
18.317,-65.251,262.15,300.35,3.5,4,1.6,169.1145757,366.17,0,5.752117256,3450,67
18.323,-64.612,298.81,300.32,10.5,8,0.42,210.6479723,366.17,0,9.057378476,3450,67.1
23.71,-76.076,299.48,299.83,3.12,6,1.3,67.14814052,481.07,0,182.3697247,1550000,67.9
-23.16,150.92,297.97,297.1,2.5,11,-1.52,14.50346957,356.09,0,2906.225901,3450,68
-23.16,150.92,297.97,297.1,5.5,11,-1.52,14.50346957,356.09,0,2906.225901,3450,68
17.774,-64.814,262.15,300.44,9,6,0.8,205.2345049,435.4,0,2.741407386,3450,68
17.785,-64.759,262.15,300.42,6,6,0.92,208.23773,435.4,0,2.231470953,400,68
18.336,-65.566,301.87,300.43,16.5,4,1.56,153.0936721,366.17,0,9.563049255,462000,68
17.939,-67.086,299.56,300.78,2,7,-0.24,138.2069366,497.53,0,15.30085128,2250,68
18.318,-64.991,301.84,300.41,14,4,1.48,184.3228039,366.17,0,1.9811758,13000,68.1
18.635,-87.719,262.15,300.87,17.6,6,-0.23,179.9871314,283.94,0,307.1288323,3450,68.4
18.66,-87.709,262.15,300.87,10.2,7,-1.84,177.0229299,283.94,0,309.9444614,3450,68.4
18.6347,-87.7188,262.15,300.87,17.6,6,-0.23,180.0131724,283.94,0,307.0962112,3450,68.42
18.6806,-87.7113,262.15,300.88,16.15,4,0.91,174.8954325,283.94,0,312.2246585,3450,68.75
18.681,-87.711,262.15,300.88,16.15,4,0.91,174.8437682,283.94,0,312.2702504,3450,68.8
24.823,-80.657,301.01,299.91,8.5,8,0.57,253.1468288,408.45,0,13.54401326,3450,68.8
18.358,-65.033,301.86,300.41,14,4,1.27,178.0976581,366.17,0,7.267648128,13000,68.9
18.318,-64.991,301.84,300.41,14,4,1.48,184.3228039,366.17,0,1.9811758,13000,68.9
17.761,-64.565,301.2,300.38,11,6,0.02,213.4368362,435.4,0,7.425904197,15,69.1
19.933,-87.432,301.57,300.81,18.9,4,1.57,35.16322338,283.94,0,453.1156603,3450,69.2
19.883,-87.418,301.35,300.83,9.1,4,0.94,39.01745851,283.94,0,447.716323,3450,69.2
19.9333,-87.4321,301.57,300.81,18.9,4,1.57,35.14265569,283.94,0,453.1479309,3450,69.23
19.8832,-87.4175,301.35,300.83,9.1,4,0.94,38.97210813,283.94,0,447.7434473,3450,69.23
25.399,-80.161,302.39,299.76,3,3,0.86,195.3108497,408.45,0,4.372052087,3000,69.4
25.64,-80.333,262.15,299.39,3,3,1.75,214.4422602,408.45,0,3.912702835,3450,69.4
18.318,-64.991,301.84,300.41,14,4,1.48,184.3228039,366.17,0,1.9811758,13000,69.4
17.774,-64.814,262.15,300.44,40,9,0.24,205.2345049,435.4,0,2.741407386,3450,69.6
17.484,-87.48,301.21,300.94,11.55,9,0.24,141.1440138,465.85,0,182.5260446,3450,70
10.679,103.298,301.76,302.28,7,4,1.78,38.65937521,279.06,0,1931.212985,396000,70
10.16,-75.74,302.79,301.93,3,1,-1.14,151.8639782,310.64,0,370.2903922,5880000,70
9.775,-75.787,302.61,302.12,3.5,1,0.39,138.4842008,20.14,0,361.4685073,5880000,70
23.096,-82.472,300.6,300.62,2.5,10,-0.58,58.44046902,275.27,0,32.60469375,200000,70
23.096,-82.472,300.6,300.62,12.5,10,-0.58,58.44046902,275.27,0,32.60469375,200000,70
-18.754,178.466,300.01,299.65,7,5,-0.58,54.86797441,478.49,0,1175.397599,3450,70
-17.33,178.535,300.37,299.95,12.5,5,0.18,170.1174849,368.11,0,1108.628462,3450,70
-17.25,178.566,300.47,299.97,6.5,5,0.53,160.6873455,368.11,0,1102.687765,3450,70
-3.3667,40.4833,301.69,299.99,11,3,2.3,204.3079831,271.47,0,1780.112258,3450,70
18.707,-87.707,262.15,300.88,5.55,7,-1.32,171.953625,283.94,0,315.1748428,3450,70
19.9321,-87.4342,300.2,300.81,6.1,5,-0.21,35.38076642,283.94,0,452.9951534,3450,70
18.707,-87.7068,262.15,300.88,5.55,7,-1.32,171.9475453,283.94,0,315.1756279,3450,70
18.675,-87.708,262.15,300.88,8.55,7,-1.51,175.3932256,283.94,0,311.6151519,3450,70
18.704,-87.704,262.15,300.88,5.95,4,0.91,172.1822523,283.94,0,314.8534301,3450,70
18.704,-87.704,262.15,300.88,5.55,7,-1.51,172.1822523,283.94,0,314.8534301,3450,70
9.256,-82.235,302.05,301.9,10.5,2,-0.12,103.8689095,194.59,0,175.8433294,588000,70
9.227,-82.182,302.11,301.95,6,2,0.14,97.31203762,194.59,0,170.8851843,588000,70
9.227,-82.182,301.11,301.95,6,3,0.67,97.31203762,194.59,0,170.8851843,588000,70
9.153,-82.075,262.15,301.55,8.5,3,-0.9,83.61760621,194.59,0,161.7467507,588000,70
-9.4167,46.4167,262.15,299.82,23,9,0.22,226.5977275,170.35,0,1725.506798,3450,70
11.295,-60.672,300.16,300.43,7,6,-0.53,164.5460138,376.86,0,90.05258306,3450,70
24.9209,54.9067,305.89,300.88,5.5,4,-1.95,26.05373879,148.38,0,177.9668196,32000000,70
17.734,-64.895,301.93,300.52,10,3,1.47,198.5047298,435.4,0,11.45055096,3450,70
24.62,-81.37,302.56,299.7,2.7,4,2.09,211.7682717,275.27,0,7.511476169,3450,70
17.78,-64.593,301.22,300.38,11,6,0.01,214.1489675,435.4,0,4.749790416,15,70
17.79,-64.63,301.19,300.38,5,6,0.29,213.6302235,435.4,0,2.829838728,15,70
18.384,-64.735,298.81,300.31,4,8,0.62,196.6312204,366.17,0,4.19706378,1000,70.4
20.0514,-87.4628,299.31,300.78,15.1,5,-1.55,28.47645424,283.94,0,465.9553111,3450,70.59
20.051,-87.463,299.31,300.78,15.1,5,-1.55,28.51775411,283.94,0,465.9092822,3450,70.6
25.523,-80.135,302.41,299.83,6.75,3,1.27,193.3121269,408.45,0,4.047706143,1900,70.7
13.183,-59.647,299.49,300.5,15,9,0.38,160.1427343,376.86,0,325.7394287,3450,70.9
18.32,-64.73,301.7,300.33,12.85,4,1.54,202.0933286,366.17,0,3.358587588,300,70.9
17.637,-64.862,301.3,300.49,23,6,0.06,189.1761174,435.4,0,11.25706955,3450,71
18.317,-64.993,301.83,300.43,2.5,4,1.54,184.2827702,366.17,0,2.218906114,13000,71
25.477,-80.111,302.43,299.92,4.95,3,1.05,190.5645006,408.45,0,6.409617089,3000,71.1
23.743,-76.076,299.48,299.83,3.96,6,1.3,69.56592207,481.07,0,178.7381351,1550000,71.4
23.71,-76.076,299.48,299.83,3.12,6,1.3,67.14814052,481.07,0,182.3697247,1550000,71.4
20.017,-87.462,300.25,300.76,9.9,5,0,30.60981799,283.94,0,462.1498334,3450,71.4
18.707,-87.704,262.15,300.88,15.8,6,-0.24,171.862676,283.94,0,315.1867704,3450,71.4
17.785,-64.609,298.92,300.38,12,8,0.4,213.9842202,435.4,0,3.539073805,15,71.4
18.358,-65.033,301.86,300.41,14,4,1.27,178.0976581,366.17,0,7.267648128,13000,71.4
18.279,-64.898,301.82,300.4,15,4,2.53,193.8047967,366.17,0,3.801369597,12,71.4
18.7066,-87.704,262.15,300.88,15.8,6,-0.24,171.9052831,283.94,0,315.142325,3450,71.43
19.934,-87.4336,299.47,300.81,9.6,4,-0.52,35.17402689,283.94,0,453.2112301,3450,71.43
20.0169,-87.4622,300.25,300.76,9.9,5,0,30.63311787,283.94,0,462.1370352,3450,71.43
13.136,-59.638,301.92,300.53,11.5,5,1.64,154.8479531,376.86,0,321.8384468,3450,71.6
18.35,-64.61,298.77,300.29,8.5,8,0.08,208.7317873,366.17,0,10.29352459,300,71.6
15.263,-61.271,262.15,300.4,12.5,7,0.11,62.83537868,130.93,0,191.3614174,3450,71.6
25.458,-80.131,302.39,299.83,6,3,0.95,192.4670671,408.45,0,4.195537217,3000,71.7
25.583,-80.36,262.15,299.37,6,3,1.53,216.3958539,408.45,0,8.786777554,3450,71.7
18.6809,-87.7126,262.15,300.88,11.3,7,-1.51,174.9027457,283.94,0,312.2530801,3450,71.88
18.681,-87.713,262.15,300.88,11.3,7,-1.51,174.9041992,283.94,0,312.2626924,3450,71.9
25.034,-80.35,301,299.9,6.8,7,0.25,217.8499818,408.45,0,1.194227484,3450,72
17.789,-64.611,301.18,300.38,3.4,6,0.28,214.3097373,435.4,0,3.685080282,15,72
17.96,-66.769,299.54,300.7,12,7,0.2,171.6035587,497.53,0,0.107428818,13400000,72
20.051,-87.463,299.66,300.78,13,5,0.16,28.51775411,283.94,0,465.9092822,3450,72.2
18.718,-87.693,300.28,300.88,9.45,7,-0.81,170.3601572,283.94,0,316.4553236,3450,72.2
18.295,-64.832,301.2,300.36,17,6,-0.42,196.9107555,366.17,0,4.409943535,12,72.2
20.0514,-87.4628,299.66,300.78,13,5,0.16,28.47645424,283.94,0,465.9553111,3450,72.22
18.704,-87.702,262.15,300.88,15.4,6,-0.34,172.1220237,283.94,0,314.8615691,3450,72.4
18.341,-65.082,301.35,300.41,8,6,-0.37,176.5523104,366.17,0,11.57515694,13000,72.5
25.507,-80.12,302.41,299.83,5.55,3,1.27,191.6763545,408.45,0,5.660594962,1900,72.6
18.66,-87.717,262.15,300.87,5.2,5,1.06,177.2620856,283.94,0,309.9142891,3450,72.7
19.88,-87.412,301.69,300.83,21,4,0.96,38.9998464,283.94,0,447.4445553,3450,72.7
11.155,-60.85,300.32,300.54,12,6,-1.19,188.2753949,376.86,0,65.6264014,3450,72.7
11.329,-60.586,262.15,300.36,7,6,-0.3,154.4424421,376.86,0,99.23010701,3450,72.7
17.824,-64.449,298.91,300.41,30,8,0.3,203.116963,331.22,0,20.75683285,15,72.7
18.295,-64.832,301.2,300.36,17,6,-0.42,196.9107555,366.17,0,4.409943535,12,72.7
19.9333,-87.4321,300.9,300.81,18.3,3,0.9,35.14265569,283.94,0,453.1479309,3450,72.73
20.052,-87.4663,300.97,300.78,8.8,3,0.1,28.75221555,283.94,0,465.992233,3450,72.73
19.8832,-87.4175,300.86,300.83,10.7,3,-0.07,38.97210813,283.94,0,447.7434473,3450,72.73
19.8805,-87.412,301.69,300.83,21,4,0.96,38.95118143,283.94,0,447.4998916,3450,72.73
-4.6667,39.2833,300.79,300.42,1.6,5,0.85,125.2831381,271.47,0,1951.069418,3450,73
17.734,-64.895,301.93,300.52,10,3,1.47,198.5047298,435.4,0,11.45055096,3450,73
17.799,-64.586,301.18,300.38,15.5,6,0.28,216.3814275,435.4,0,6.419584901,15,73
17.762,-64.699,300.25,300.4,9,9,0.46,208.0214356,435.4,0,0.574732708,5000,73
20.051,-87.463,299.66,300.78,14.5,5,0.16,28.51775411,283.94,0,465.9092822,3450,73.3
19.88,-87.412,302.01,300.83,19.95,3,0.27,38.9998464,283.94,0,447.4445553,3450,73.3
17.774,-64.814,262.15,300.44,12,6,0.8,205.2345049,435.4,0,2.741407386,3450,73.3
20.0514,-87.4628,299.66,300.78,14.5,5,0.16,28.47645424,283.94,0,465.9553111,3450,73.33
19.8805,-87.412,302.01,300.83,19.95,3,0.27,38.95118143,283.94,0,447.4998916,3450,73.33
18.451,-64.533,301.04,300.24,3,6,-0.68,207.4073939,366.17,0,10.21551096,20000,73.5
18.358,-65.033,301.86,300.41,14,4,1.27,178.0976581,366.17,0,7.267648128,13000,73.5
11.137,-60.84,300.32,300.54,12,6,-1.19,188.0428012,376.86,0,64.76694837,3450,73.7
18.489,-64.49,298.91,300.2,3,7,0.24,206.1543843,222.73,0,9.417180619,3450,73.8
18.707,-87.704,262.15,300.88,14.3,4,0.42,171.862676,283.94,0,315.1867704,3450,73.9
18.675,-87.707,262.15,300.88,14.8,6,-0.34,175.363378,283.94,0,311.6191017,3450,73.9
18.7066,-87.704,262.15,300.88,14.3,4,0.42,171.9052831,283.94,0,315.142325,3450,73.91
14.452,-60.93,300.39,300.43,12,7,-0.74,130.0231956,130.93,0,285.3109516,3450,74
18.295,-64.832,300.17,300.36,10,3,0.55,196.9107555,366.17,0,4.409943535,12,74
18.724,-87.6968,300.28,300.88,8.4,7,-0.81,169.8343562,283.94,0,317.1054645,3450,74.07
18.724,-87.697,300.28,300.88,8.4,7,-0.81,169.8403814,283.94,0,317.1046131,3450,74.1
24.69,-81.03,300.83,299.82,3.1,8,0.49,231.6528093,275.27,0,5.527506488,200,74.1
17.781,-64.577,301.22,300.38,11.9,6,0.01,214.93735,435.4,0,6.394005728,15,74.2
18.099,-67.942,299.45,300.58,13,6,0.2,48.5915647,497.53,1,3.02054966,3450,74.3
24.986,-80.415,300.98,299.85,6.2,8,0.16,225.2913877,408.45,0,8.484329705,3450,74.4
-14.3,-170.7,262.15,301.48,40,3,0.73,97.64743707,427.03,0,3.215623029,3450,75
23.6726,-76.2022,299.88,299.77,3,6,4.05,75.19079702,481.07,0,185.1371727,1550000,75
23.673,-76.202,299.88,299.77,3,6,4.05,75.19646598,481.07,0,185.0942587,1550000,75
23.718,-76.254,299.95,299.79,3,6,3.41,82.33341374,481.07,0,179.7922064,1550000,75
23.79,-76.138,301.16,299.83,6,9,0.18,77.75048048,481.07,0,172.7399337,1550000,75
23.831,-76.198,299.84,299.83,3.65,6,0.49,85.33947775,481.07,0,167.607386,1550000,75
16.749,-87.786,301.08,301.12,7,9,-1.11,69.22200668,465.85,0,97.29513961,3450,75
18.483,-64.471,298.67,300.2,5,8,0.34,207.4183875,222.73,0,7.443614403,3450,75
10.24,-75.62,302.23,301.76,6,2,0.24,137.5464497,310.64,0,384.6219349,5880000,75
-18.59,178.1,300.36,299.87,6.5,5,0.58,97.48861107,478.49,0,1202.669021,3450,75
20.1004,-87.4638,300.12,300.78,6.1,5,-0.63,26.09978377,283.94,0,471.3776508,3450,75
18.724,-87.6968,300.28,300.88,8.3,7,-0.81,169.8343562,283.94,0,317.1054645,3450,75
19.9333,-87.4321,302.09,300.81,16.95,4,0.36,35.14265569,283.94,0,453.1479309,3450,75
20.017,-87.462,299.68,300.76,9.3,5,-0.19,30.60981799,283.94,0,462.1498334,3450,75
20.017,-87.462,302.21,300.76,9,3,0.25,30.60981799,283.94,0,462.1498334,3450,75
18.724,-87.697,300.28,300.88,8.3,7,-0.81,169.8403814,283.94,0,317.1046131,3450,75
20.052,-87.466,299.31,300.78,6.55,5,-1.55,28.72550292,283.94,0,465.9947565,3450,75
20.052,-87.4663,299.31,300.78,6.55,5,-1.55,28.75221555,283.94,0,465.992233,3450,75
19.8832,-87.4175,301.35,300.83,9.1,4,0.94,38.97210813,283.94,0,447.7434473,3450,75
19.9683,-87.4517,262.15,300.81,18.3,4,1.01,33.47389231,283.94,0,456.8439379,3450,75
19.9683,-87.4517,262.15,300.81,18.9,3,0.32,33.47389231,283.94,0,456.8439379,3450,75
20.0169,-87.4622,299.68,300.76,9.3,5,-0.19,30.63311787,283.94,0,462.1370352,3450,75
20.0169,-87.4622,302.21,300.76,9,3,0.25,30.63311787,283.94,0,462.1370352,3450,75
19.933,-87.432,302.09,300.81,16.95,4,0.36,35.16322338,283.94,0,453.1156603,3450,75
18.6672,-87.7155,262.15,300.88,10.35,7,-1.51,176.449741,283.94,0,310.7198853,3450,75
18.667,-87.716,262.15,300.88,10.35,7,-1.51,176.4861373,283.94,0,310.6958286,3450,75
18.6672,-87.7173,262.15,300.88,5.2,5,1.17,176.504133,283.94,0,310.713336,3450,75
18.667,-87.717,262.15,300.88,5.2,5,1.17,176.5163572,283.94,0,310.6921935,3450,75
19.883,-87.418,301.35,300.83,9.1,4,0.94,39.01745851,283.94,0,447.716323,3450,75
19.968,-87.452,262.15,300.81,18.3,4,1.01,33.51967207,283.94,0,456.8080211,3450,75
19.968,-87.452,262.15,300.81,18.9,3,0.32,33.51967207,283.94,0,456.8080211,3450,75
7.4417,134.3,302.2,301.86,15,4,2.35,201.5059291,68,0,79.18486691,4500,75
12.87,-61.195,300.47,300.51,9,7,-0.76,21.50153997,384.09,1,242.2232842,3450,75
11.18,-60.838,300.33,300.49,7,6,-1.15,186.0175862,376.86,0,68.62247136,3450,75
11.183,-60.836,300.33,300.49,12,6,-1.15,185.6914667,376.86,0,69.01980653,3450,75
11.192,-60.826,300.3,300.49,7,6,-1.23,184.3088524,376.86,0,70.4792508,3450,75
11.193,-60.836,300.33,300.49,7,6,-1.15,185.2835316,376.86,0,69.90262196,3450,75
11.325,-60.616,262.15,300.36,7,6,-0.3,157.6724484,376.86,0,96.64161575,3450,75
11.329,-60.586,262.15,300.36,7,6,-0.3,154.4424421,376.86,0,99.23010701,3450,75
17.785,-64.759,262.15,300.42,13,6,0.92,208.23773,435.4,0,2.231470953,400,75
18.374,-64.934,301.22,300.34,11,6,1.3,183.239237,366.17,0,3.536208119,50400,75
17.743,-64.572,300.27,300.42,13,8,0.1,211.3086721,435.4,0,7.106000708,15,75
18.295,-64.832,301.2,300.36,17,6,-0.42,196.9107555,366.17,0,4.409943535,12,75
17.7737,-64.8103,262.15,300.44,39.6,7,1.04,205.3223783,435.4,0,2.384217635,3450,75
24.701,-80.967,302.29,299.86,6.1,2,0.6,235.5420642,275.27,0,11.52982233,200,75
26.709,-80.028,302.06,299.7,7,2,1.31,141.0181434,359.44,0,1.198538158,75,75
25.495,-80.122,300.82,299.83,3,8,-0.01,191.7858291,408.45,0,5.916382071,1900,75
17.703,-64.76,301.28,300.47,5,6,0.09,199.6113539,435.4,0,1.188977847,3450,75
23.71,-76.076,299.48,299.83,3.12,6,1.3,67.14814052,481.07,0,182.3697247,1550000,75.8
24.625,-81.235,302.64,299.84,3.9,4,0.74,216.8284186,275.27,0,13.14847613,3450,75.9
18.675,-87.708,262.15,300.88,11.3,7,-1.51,175.3932256,283.94,0,311.6151519,3450,76
17.785,-64.759,262.15,300.42,13,6,0.92,208.23773,435.4,0,2.231470953,400,76
24.897,-80.616,300.68,299.79,2.8,7,0.69,247.1857136,408.45,0,13.16915189,3450,76.1
18.295,-64.868,262.15,300.38,18,6,0.26,194.4459548,366.17,0,1.06674268,12,76.2
18.072,-67.94,299.47,300.62,17,6,0.27,48.24736477,497.53,1,0.879300987,3450,76.3
14.464,-60.909,262.15,300.4,10,7,1.58,128.4947487,130.93,0,285.500809,3450,76.4
18.7241,-87.6983,262.15,300.88,4.4,6,-0.38,169.8689513,283.94,0,317.1102243,3450,76.47
-18.75,146.25,262.15,299.31,5,5,0.81,142.1219646,343.7,0,2907.436975,147000,76.5
18.724,-87.698,299.45,300.88,4.4,6,-0.34,169.8705433,283.94,0,317.1003775,3450,76.5
19.934,-87.434,300.07,300.81,12.75,5,-0.04,35.19912702,283.94,0,453.2074487,3450,76.9
17.824,-64.449,300.27,300.41,30,9,0.17,203.116963,331.22,0,20.75683285,15,76.9
17.774,-64.814,262.15,300.44,40,9,0.24,205.2345049,435.4,0,2.741407386,3450,76.9
19.934,-87.4336,300.07,300.81,12.75,5,-0.04,35.17402689,283.94,0,453.2112301,3450,76.92
16.533,-87.979,301.18,301.23,9,8,-0.7,46.35377569,465.85,1,75.24471034,3450,77
18.6672,-87.7142,262.15,300.88,15.45,6,-0.25,176.4105731,283.94,0,310.7246883,3450,77.27
18.667,-87.714,262.15,300.88,15.45,6,-0.25,176.4258691,283.94,0,310.7032076,3450,77.3
17.942,-76.819,300.89,301.06,7,9,0.41,144.2857689,322.61,0,262.5460994,3450,77.5
17.623,-63.22,301.84,300.42,14,4,0.15,71.07565074,331.22,0,27.03720334,16800,77.5
17.802,-64.639,301.19,300.38,19.2,6,0.29,214.5000471,435.4,0,4.135954282,15,77.5
20.1004,-87.4638,302.04,300.78,5.8,4,-0.16,26.09978377,283.94,0,471.3776508,3450,77.78
20.052,-87.4663,299.66,300.78,6.35,5,0.16,28.75221555,283.94,0,465.992233,3450,77.78
20.0514,-87.4628,300.97,300.78,13.4,3,0.1,28.47645424,283.94,0,465.9553111,3450,77.78
19.9683,-87.4517,262.15,300.81,18.45,3,0.32,33.47389231,283.94,0,456.8439379,3450,77.78
20.052,-87.466,299.66,300.78,6.35,5,0.16,28.72550292,283.94,0,465.9947565,3450,77.8
